time;x;y;z;gforce
14:09:35:77;0.500;0.414;0.739;0.984
14:09:35:87;0.481;0.414;0.735;0.971
14:09:35:102;0.477;0.430;0.739;0.979
14:09:35:119;0.481;0.426;0.747;0.985
14:09:35:142;0.489;0.430;0.770;1.008
14:09:35:150;0.489;0.422;0.794;1.023
14:09:35:170;0.481;0.410;0.797;1.018
14:09:35:189;0.465;0.403;0.794;1.004
14:09:35:199;0.453;0.403;0.774;0.983
14:09:35:220;0.453;0.407;0.766;0.979
14:09:35:229;0.481;0.422;0.797;1.022
14:09:35:251;0.496;0.438;0.852;1.079
14:09:35:259;0.493;0.418;0.883;1.094
14:09:35:279;0.461;0.410;0.880;1.075
14:09:35:299;0.430;0.395;0.829;1.014
14:09:35:309;0.426;0.391;0.790;0.979
14:09:35:329;0.434;0.414;0.817;1.014
14:09:35:339;0.450;0.434;0.883;1.082
14:09:35:361;0.450;0.446;0.950;1.141
14:09:35:370;0.430;0.438;0.954;1.134
14:09:35:389;0.410;0.422;0.923;1.094
14:09:35:399;0.403;0.418;0.899;1.070
14:09:35:420;0.403;0.414;0.911;1.079
14:09:35:441;0.399;0.430;0.958;1.123
14:09:35:449;0.391;0.434;0.985;1.145
14:09:35:470;0.367;0.438;0.969;1.125
14:09:35:479;0.348;0.434;0.942;1.094
14:09:35:500;0.336;0.438;0.923;1.075
14:09:35:509;0.313;0.438;0.899;1.048
14:09:35:529;0.293;0.442;0.895;1.040
14:09:35:551;0.301;0.446;0.911;1.058
14:09:35:559;0.301;0.442;0.907;1.053
14:09:35:579;0.289;0.438;0.880;1.024
14:09:35:589;0.274;0.438;0.833;0.980
14:09:35:619;0.266;0.461;0.801;0.962
14:09:35:623;0.254;0.485;0.786;0.957
14:09:35:640;0.262;0.504;0.766;0.954
14:09:35:659;0.285;0.516;0.774;0.973
14:09:35:670;0.399;0.586;0.817;1.082
14:09:35:710;0.414;0.602;0.844;1.117
14:09:35:712;0.387;0.571;0.825;1.075
14:09:35:717;0.352;0.567;0.770;1.019
14:09:35:740;0.293;0.559;0.680;0.928
14:09:35:747;0.254;0.563;0.622;0.876
14:09:35:767;0.246;0.567;0.653;0.899
14:09:35:777;0.270;0.571;0.696;0.939
14:09:35:799;0.324;0.582;0.743;0.998
14:09:35:812;0.352;0.614;0.743;1.026
14:09:35:829;0.305;0.622;0.708;0.990
14:09:35:839;0.238;0.633;0.668;0.951
14:09:35:861;0.235;0.653;0.657;0.955
14:09:35:879;0.223;0.665;0.625;0.939
14:09:35:889;0.215;0.625;0.629;0.913
14:09:35:909;0.274;0.637;0.708;0.991
14:09:35:920;0.321;0.680;0.770;1.076
14:09:35:940;0.281;0.680;0.727;1.035
14:09:35:949;0.246;0.704;0.661;0.996
14:09:35:970;0.242;0.727;0.602;0.975
14:09:35:989;0.254;0.719;0.614;0.979
14:09:35:999;0.289;0.715;0.668;1.021
14:09:36:19;0.309;0.700;0.704;1.039
14:09:36:29;0.301;0.696;0.680;1.018
14:09:36:51;0.278;0.704;0.633;0.986
14:09:36:59;0.250;0.696;0.586;0.944
14:09:36:79;0.250;0.696;0.590;0.946
14:09:36:92;0.274;0.708;0.633;0.988
14:09:36:109;0.285;0.692;0.649;0.991
14:09:36:129;0.285;0.684;0.614;0.962
14:09:36:139;0.278;0.696;0.586;0.951
14:09:36:161;0.274;0.711;0.575;0.955
14:09:36:170;0.289;0.727;0.582;0.975
14:09:36:201;0.301;0.731;0.606;0.996
14:09:36:205;0.309;0.719;0.629;1.004
14:09:36:224;0.309;0.711;0.629;0.999
14:09:36:239;0.293;0.708;0.598;0.972
14:09:36:249;0.293;0.719;0.586;0.973
14:09:36:262;0.309;0.751;0.590;1.003
14:09:36:278;0.293;0.739;0.598;0.995
14:09:36:299;0.285;0.719;0.590;0.973
14:09:36:308;0.274;0.692;0.571;0.938
14:09:36:366;0.262;0.684;0.551;0.917
14:09:36:368;0.281;0.708;0.575;0.954
14:09:36:369;0.285;0.719;0.606;0.983
14:09:36:478;0.274;0.727;0.602;0.983
14:09:36:479;0.262;0.708;0.602;0.965
14:09:36:481;0.258;0.696;0.590;0.948
14:09:36:482;0.274;0.708;0.594;0.964
14:09:36:484;0.285;0.727;0.610;0.991
14:09:36:487;0.289;0.743;0.582;0.987
14:09:36:488;0.289;0.735;0.586;0.984
14:09:36:490;0.313;0.743;0.622;1.018
14:09:36:497;0.348;0.770;0.661;1.073
14:09:36:511;0.367;0.786;0.715;1.124
14:09:36:528;0.360;0.797;0.727;1.137
14:09:36:549;0.364;0.825;0.723;1.156
14:09:36:568;0.375;0.844;0.739;1.183
14:09:36:582;0.367;0.864;0.751;1.202
14:09:36:601;0.391;0.954;0.786;1.296
14:09:36:609;0.403;1.001;0.774;1.328
14:09:36:629;0.430;1.075;0.844;1.433
14:09:36:639;0.477;1.126;0.891;1.513
14:09:36:660;0.489;1.208;0.930;1.601
14:09:36:670;0.543;1.337;0.965;1.736
14:09:36:690;0.563;1.415;1.001;1.822
14:09:36:710;0.532;1.380;1.059;1.819
14:09:36:720;0.512;1.286;1.075;1.753
14:09:36:740;0.477;1.192;1.051;1.660
14:09:36:758;0.446;1.134;0.993;1.571
14:09:36:770;0.387;1.055;0.923;1.454
14:09:36:787;0.309;0.950;0.817;1.290
14:09:36:797;0.227;0.825;0.692;1.100
14:09:36:811;0.172;0.688;0.536;0.889
14:09:36:828;0.125;0.614;0.422;0.755
14:09:36:848;0.082;0.618;0.328;0.704
14:09:36:857;0.016;0.625;0.266;0.680
14:09:36:882;-0.031;0.633;0.238;0.677
14:09:36:889;-0.047;0.625;0.203;0.659
14:09:36:911;-0.039;0.633;0.180;0.659
14:09:36:929;-0.063;0.645;0.145;0.664
14:09:36:939;-0.129;0.665;0.031;0.678
14:09:36:959;-0.203;0.672;0.004;0.702
14:09:36:973;-0.254;0.661;-0.039;0.709
14:09:36:990;-0.278;0.633;-0.070;0.695
14:09:36:999;-0.278;0.614;-0.117;0.684
14:09:37:20;-0.301;0.567;-0.192;0.670
14:09:37:41;-0.352;0.524;-0.285;0.692
14:09:37:49;-0.399;0.528;-0.324;0.737
14:09:37:70;-0.418;0.536;-0.367;0.772
14:09:37:79;-0.387;0.551;-0.356;0.762
14:09:37:101;-0.340;0.571;-0.375;0.763
14:09:37:109;-0.313;0.582;-0.414;0.780
14:09:37:129;-0.340;0.590;-0.442;0.812
14:09:37:140;-0.371;0.610;-0.442;0.840
14:09:37:160;-0.414;0.594;-0.461;0.859
14:09:37:179;-0.391;0.602;-0.457;0.851
14:09:37:189;-0.340;0.618;-0.442;0.832
14:09:37:211;-0.317;0.625;-0.438;0.826
14:09:37:220;-0.328;0.625;-0.414;0.819
14:09:37:241;-0.387;0.629;-0.434;0.857
14:09:37:260;-0.442;0.665;-0.453;0.918
14:09:37:270;-0.450;0.735;-0.461;0.977
14:09:37:289;-0.438;0.821;-0.446;1.032
14:09:37:299;-0.414;0.903;-0.407;1.073
14:09:37:320;-0.387;0.985;-0.379;1.124
14:09:37:329;-0.391;1.012;-0.352;1.141
14:09:37:349;-0.410;1.028;-0.344;1.159
14:09:37:390;-0.410;1.040;-0.371;1.178
14:09:37:394;-0.379;1.063;-0.364;1.186
14:09:37:404;-0.324;1.083;-0.328;1.177
14:09:37:412;-0.274;1.067;-0.281;1.137
14:09:37:429;-0.254;1.016;-0.281;1.085
14:09:37:439;-0.266;0.950;-0.281;1.026
14:09:37:462;-0.289;0.872;-0.317;0.971
14:09:37:471;-0.321;0.786;-0.367;0.925
14:09:37:490;-0.340;0.719;-0.403;0.892
14:09:37:511;-0.332;0.676;-0.450;0.877
14:09:37:520;-0.340;0.625;-0.496;0.868
14:09:37:541;-0.364;0.555;-0.520;0.843
14:09:37:549;-0.403;0.465;-0.504;0.795
14:09:37:570;-0.450;0.352;-0.508;0.764
14:09:37:579;-0.461;0.289;-0.489;0.732
14:09:37:600;-0.399;0.321;-0.450;0.681
14:09:37:620;-0.313;0.348;-0.313;0.563
14:09:37:629;-0.231;0.360;-0.195;0.470
14:09:37:651;-0.172;0.344;-0.133;0.407
14:09:37:659;-0.121;0.356;-0.106;0.390
14:09:37:679;-0.063;0.414;-0.109;0.433
14:09:37:689;0.020;0.493;-0.012;0.493
14:09:37:711;0.125;0.567;0.141;0.597
14:09:37:729;0.219;0.618;0.258;0.704
14:09:37:739;0.360;0.649;0.360;0.824
14:09:37:761;0.453;0.672;0.465;0.935
14:09:37:770;0.524;0.715;0.528;1.032
14:09:37:790;0.579;0.754;0.610;1.129
14:09:37:799;0.641;0.801;0.754;1.274
14:09:37:820;0.676;0.829;0.883;1.387
14:09:37:839;0.731;0.856;0.942;1.468
14:09:37:852;0.766;0.852;0.962;1.496
14:09:37:870;0.786;0.911;0.954;1.535
14:09:37:882;0.782;0.938;0.954;1.550
14:09:37:897;0.770;0.930;0.973;1.551
14:09:37:911;0.770;0.946;1.001;1.578
14:09:37:928;0.794;0.977;1.036;1.630
14:09:38:142;0.848;1.008;1.012;1.662
14:09:38:144;0.907;1.048;0.989;1.702
14:09:38:150;0.895;1.044;0.985;1.691
14:09:38:152;0.852;1.012;0.973;1.643
14:09:38:154;0.817;0.981;0.954;1.594
14:09:38:159;0.801;0.965;0.958;1.578
14:09:38:162;0.813;0.926;0.958;1.561
14:09:38:164;0.805;0.883;0.923;1.510
14:09:38:169;0.770;0.837;0.880;1.437
14:09:38:170;0.711;0.770;0.833;1.339
14:09:38:173;0.629;0.711;0.782;1.230
14:09:38:180;0.543;0.665;0.723;1.122
14:09:38:182;0.457;0.618;0.645;1.003
14:09:38:183;0.426;0.606;0.606;0.957
14:09:38:185;0.410;0.579;0.559;0.903
14:09:38:188;0.387;0.563;0.528;0.863
14:09:38:199;0.375;0.547;0.504;0.833
14:09:38:211;0.344;0.539;0.500;0.812
14:09:38:228;0.313;0.559;0.496;0.810
14:09:38:238;0.270;0.590;0.473;0.803
14:09:38:259;0.274;0.653;0.512;0.874
14:09:38:269;0.328;0.731;0.559;0.977
14:09:38:289;0.426;0.821;0.625;1.116
14:09:38:310;0.485;0.903;0.711;1.248
14:09:38:320;0.485;0.989;0.762;1.339
14:09:38:341;0.508;1.114;0.778;1.451
14:09:38:350;0.563;1.247;0.794;1.582
14:09:38:370;0.622;1.349;0.887;1.730
14:09:38:379;0.668;1.360;0.899;1.762
14:09:38:422;0.684;1.286;0.926;1.726
14:09:38:429;0.645;1.192;0.942;1.651
14:09:38:433;0.567;1.141;0.876;1.546
14:09:38:449;0.453;1.063;0.774;1.391
14:09:38:459;0.387;1.024;0.711;1.306
14:09:38:479;0.356;0.969;0.668;1.230
14:09:38:489;0.293;0.864;0.567;1.074
14:09:38:510;0.192;0.731;0.465;0.887
14:09:38:529;0.129;0.618;0.371;0.732
14:09:38:539;0.035;0.508;0.215;0.553
14:09:38:560;-0.063;0.414;0.055;0.423
14:09:38:570;-0.133;0.321;-0.059;0.352
14:09:38:589;-0.223;0.223;-0.172;0.359
14:09:38:599;-0.297;0.137;-0.281;0.431
14:09:38:620;-0.367;0.027;-0.410;0.552
14:09:38:641;-0.457;-0.149;-0.598;0.767
14:09:38:650;-0.539;-0.281;-0.696;0.924
14:09:38:670;-0.602;-0.442;-0.723;1.039
14:09:38:679;-0.629;-0.645;-0.704;1.143
14:09:38:701;-0.637;-0.876;-0.692;1.285
14:09:38:709;-0.633;-1.130;-0.688;1.466
14:09:38:730;-0.543;-1.360;-0.610;1.587
14:09:38:742;-0.367;-1.517;-0.438;1.621
14:09:38:759;-0.176;-1.653;-0.207;1.676
14:09:38:779;-0.047;-1.896;-0.035;1.897
14:09:38:789;0.125;-1.986;0.235;2.003
14:09:38:811;0.496;-1.986;0.668;2.153
14:09:38:820;1.016;-1.986;1.091;2.483
14:09:38:840;1.622;-1.986;1.435;2.938
14:09:38:850;1.997;-1.986;1.919;3.408
14:09:38:980;1.997;-1.884;2.017;3.407
14:09:38:987;1.997;-1.767;2.017;3.344
14:09:38:988;1.997;-1.384;2.017;3.158
14:09:38:989;1.997;-0.684;2.017;2.920
14:09:38:998;1.997;-0.106;2.017;2.841
14:09:39:13;1.997;0.094;2.017;2.840
14:09:39:22;1.997;-0.184;2.017;2.845
14:09:39:24;1.974;-0.141;1.650;2.576
14:09:39:27;1.786;0.184;0.977;2.044
14:09:39:29;1.544;0.414;0.606;1.710
14:09:39:31;1.235;0.430;0.629;1.451
14:09:39:37;0.977;0.281;0.829;1.312
14:09:39:57;0.829;0.074;0.872;1.205
14:09:39:76;0.708;-0.082;0.786;1.060
14:09:39:86;0.594;-0.121;0.672;0.905
14:09:39:107;0.496;-0.113;0.618;0.800
14:09:39:117;0.426;-0.121;0.665;0.799
14:09:39:136;0.375;-0.172;0.774;0.877
14:09:39:146;0.356;-0.227;0.844;0.944
14:09:39:167;0.324;-0.250;0.852;0.946
14:09:39:187;0.301;-0.207;0.817;0.895
14:09:39:197;0.301;-0.145;0.743;0.814
14:09:39:226;0.332;-0.098;0.739;0.816
14:09:39:228;0.336;-0.106;0.801;0.875
14:09:39:247;0.344;-0.121;0.860;0.934
14:09:39:257;0.340;-0.113;0.864;0.935
14:09:39:282;0.317;-0.059;0.817;0.878
14:09:39:289;0.305;-0.008;0.747;0.806
14:09:39:308;0.301;0.063;0.708;0.771
14:09:39:329;0.321;0.063;0.754;0.822
14:09:39:338;0.332;0.063;0.833;0.899
14:09:39:358;0.367;0.035;0.872;0.947
14:09:39:369;0.352;0.039;0.876;0.944
14:09:39:389;0.344;0.098;0.868;0.939
14:09:39:399;0.344;0.141;0.844;0.923
14:09:39:576;0.348;0.149;0.848;0.929
14:09:39:577;0.344;0.149;0.887;0.963
14:09:39:578;0.340;0.125;0.907;0.977
14:09:39:579;0.336;0.125;0.926;0.993
14:09:39:581;0.309;0.152;0.915;0.977
14:09:39:582;0.309;0.184;0.872;0.943
14:09:39:660;0.293;0.223;0.837;0.914
14:09:39:662;0.270;0.223;0.844;0.914
14:09:39:663;0.281;0.219;0.919;0.985
14:09:39:664;0.297;0.195;0.962;1.025
14:09:39:665;0.270;0.203;0.891;0.953
14:09:39:666;0.258;0.238;0.840;0.911
14:09:39:667;0.274;0.274;0.848;0.932
14:09:39:668;0.285;0.293;0.891;0.981
14:09:39:669;0.305;0.266;0.965;1.047
14:09:39:682;0.289;0.258;0.981;1.055
14:09:39:683;0.270;0.242;0.923;0.991
14:09:39:686;0.250;0.270;0.860;0.935
14:09:39:697;0.250;0.289;0.840;0.923
14:09:39:717;0.262;0.285;0.891;0.972
14:09:39:727;0.274;0.278;0.934;1.012
14:09:39:747;0.270;0.278;0.930;1.008
14:09:39:767;0.262;0.285;0.883;0.965
14:09:39:777;0.254;0.297;0.837;0.923
14:09:39:796;0.254;0.340;0.782;0.890
14:09:39:807;0.278;0.352;0.719;0.847
14:09:39:838;0.375;0.410;0.735;0.922
14:09:39:857;0.375;0.383;0.770;0.938
14:09:39:868;0.399;0.364;0.762;0.934
14:09:39:888;0.434;0.383;0.696;0.905
14:09:39:910;0.461;0.473;0.645;0.923
14:09:39:919;0.547;0.547;0.645;1.007
14:09:39:937;0.571;0.567;0.665;1.043
14:09:39:948;0.579;0.508;0.668;1.020
14:09:39:967;0.555;0.496;0.653;0.990
14:09:39:979;0.555;0.532;0.653;1.008
14:09:39:998;0.559;0.551;0.637;1.011
14:09:40:19;0.575;0.598;0.563;1.002
14:09:40:35;0.602;0.622;0.559;1.030
14:09:40:59;0.629;0.586;0.536;1.013
14:09:40:62;0.610;0.594;0.543;1.010
14:09:40:84;0.633;0.645;0.571;1.069
14:09:40:87;0.657;0.680;0.559;1.098
14:09:40:107;0.633;0.668;0.457;1.028
14:09:40:126;0.567;0.606;0.367;0.907
14:09:40:137;0.512;0.547;0.367;0.835
14:09:40:157;0.356;0.653;0.633;0.977
14:09:40:167;0.731;0.598;0.367;1.013
14:09:40:187;0.606;0.567;0.344;0.898
14:09:40:197;0.512;0.622;0.379;0.890
14:09:40:217;0.539;0.610;0.332;0.879
14:09:40:237;0.469;0.641;0.305;0.851
14:09:40:246;0.434;0.766;0.297;0.929
14:09:40:267;0.321;0.754;0.379;0.903
14:09:40:277;0.317;0.684;0.371;0.840
14:09:40:297;0.289;0.715;0.313;0.833
14:09:40:307;0.305;0.794;0.301;0.902
14:09:40:326;0.356;0.856;0.360;0.994
14:09:40:346;0.305;0.786;0.289;0.891
14:09:40:356;0.223;0.762;0.281;0.843
14:09:40:376;0.199;0.852;0.231;0.905
14:09:40:386;0.203;0.969;0.172;1.005
14:09:40:411;0.289;1.067;0.227;1.129
14:09:40:416;0.352;0.993;0.266;1.086
14:09:40:436;0.270;0.954;0.164;1.005
14:09:40:456;0.168;1.071;0.090;1.088
14:09:40:467;0.137;1.165;0.043;1.174
14:09:40:485;0.156;1.204;0.031;1.214
14:09:40:497;0.231;1.243;0.090;1.267
14:09:40:516;0.305;1.227;0.141;1.273
14:09:40:526;0.254;1.180;0.109;1.212
14:09:40:546;0.141;1.200;0.039;1.209
14:09:40:566;0.063;1.204;0.008;1.206
14:09:40:577;0.090;1.130;-0.004;1.133
14:09:40:596;0.129;1.110;0.051;1.119
14:09:40:611;0.172;1.067;0.102;1.086
14:09:40:626;0.145;1.012;0.066;1.025
14:09:40:636;0.098;1.051;0.027;1.056
14:09:40:656;0.055;1.083;0.004;1.084
14:09:40:667;0.027;1.051;-0.020;1.052
14:09:40:686;0.027;1.067;-0.004;1.067
14:09:40:706;0.055;1.067;0.023;1.069
14:09:40:716;0.059;1.059;0.023;1.061
14:09:40:731;0.047;1.063;0.016;1.064
14:09:40:747;0.043;1.071;-0.008;1.072
14:09:40:768;0.043;1.102;-0.016;1.103
14:09:40:777;0.059;1.130;-0.027;1.132
14:09:40:797;0.070;1.145;-0.020;1.148
14:09:40:818;0.106;1.149;-0.016;1.154
14:09:40:827;0.133;1.161;-0.043;1.169
14:09:40:847;0.149;1.239;-0.059;1.249
14:09:40:857;0.192;1.274;-0.070;1.291
14:09:40:879;0.266;1.266;-0.070;1.296
14:09:40:888;0.317;1.235;-0.074;1.277
14:09:40:907;0.422;1.149;-0.090;1.228
14:09:40:927;0.641;0.977;-0.004;1.169
14:09:40:939;0.876;0.747;0.156;1.161
14:09:40:959;1.024;0.622;0.328;1.242
14:09:40:969;0.973;0.582;0.383;1.197
14:09:40:987;0.770;0.508;0.352;0.987
14:09:40:997;0.610;0.207;0.332;0.725
14:09:41:17;0.598;-0.094;0.274;0.664
14:09:41:39;0.602;-0.215;0.414;0.762
14:09:41:47;0.567;-0.274;0.465;0.783
14:09:41:70;0.500;-0.137;0.453;0.689
14:09:41:78;0.504;-0.164;0.434;0.685
14:09:41:224;0.407;-0.352;0.352;0.642
14:09:41:232;0.395;-0.504;0.262;0.692
14:09:41:236;0.508;-0.629;0.250;0.847
14:09:41:239;0.575;-0.727;0.246;0.959
14:09:41:241;0.555;-0.844;0.176;1.026
14:09:41:244;0.496;-0.934;0.188;1.074
14:09:41:248;0.387;-0.965;0.223;1.064
14:09:41:252;0.309;-0.946;0.199;1.015
14:09:41:254;0.324;-0.899;0.227;0.982
14:09:41:256;0.356;-0.950;0.192;1.032
14:09:41:259;0.352;-0.989;0.192;1.067
14:09:41:267;0.258;-1.059;0.133;1.098
14:09:41:288;0.160;-1.048;0.117;1.066
14:09:41:299;0.141;-0.946;0.172;0.972
14:09:41:317;0.164;-0.833;0.184;0.868
14:09:41:328;0.164;-0.790;0.172;0.825
14:09:41:350;0.090;-0.903;0.117;0.915
14:09:41:361;0.027;-1.094;0.082;1.098
14:09:41:378;0.004;-1.161;0.156;1.171
14:09:41:397;0.043;-1.114;0.188;1.131
14:09:41:407;0.031;-1.048;0.168;1.061
14:09:41:431;-0.020;-1.016;0.109;1.022
14:09:41:440;-0.051;-0.942;0.152;0.956
14:09:41:459;-0.117;-0.973;0.094;0.985
14:09:41:469;-0.098;-0.985;0.113;0.996
14:09:41:487;-0.047;-0.977;0.156;0.991
14:09:41:507;-0.008;-0.934;0.156;0.947
14:09:41:519;-0.012;-0.934;0.172;0.950
14:09:41:538;-0.070;-0.981;0.184;1.001
14:09:41:547;-0.102;-0.997;0.160;1.015
14:09:41:568;-0.016;-0.981;0.172;0.996
14:09:41:577;0.055;-0.930;0.192;0.951
14:09:41:598;0.086;-0.864;0.164;0.884
14:09:41:620;0.051;-0.876;0.164;0.892
14:09:41:628;-0.051;-0.958;0.129;0.968
14:09:41:648;-0.102;-0.989;0.078;0.997
14:09:41:658;-0.086;-0.915;0.059;0.921
14:09:41:679;-0.066;-0.891;0.008;0.894
14:09:41:688;-0.031;-0.880;0.016;0.880
14:09:41:708;-0.016;-0.907;0.043;0.908
14:09:41:719;-0.020;-0.954;0.078;0.957
14:09:41:737;-0.055;-1.008;0.082;1.013
14:09:41:761;-0.078;-1.051;0.066;1.056
14:09:41:768;-0.035;-1.028;0.031;1.029
14:09:41:787;0.008;-1.020;0.012;1.020
14:09:41:797;0.027;-0.887;0.129;0.897
14:09:41:818;0.000;-0.860;0.078;0.864
14:09:41:831;0.004;-1.005;0.047;1.006
14:09:41:848;0.023;-1.032;0.051;1.033
14:09:41:869;0.016;-0.993;0.070;0.995
14:09:41:879;0.043;-0.977;0.059;0.980
14:09:41:899;0.090;-0.981;0.035;0.986
14:09:41:908;0.086;-0.965;0.039;0.970
14:09:41:928;0.020;-0.977;0.043;0.978
14:09:41:939;-0.008;-0.973;0.020;0.974
14:09:41:958;0.000;-0.973;0.012;0.973
14:09:41:978;0.023;-0.977;0.039;0.978
14:09:41:988;0.055;-0.965;0.035;0.968
14:09:42:8;0.051;-0.973;0.051;0.976
14:09:42:19;0.035;-0.973;0.039;0.975
14:09:42:38;0.012;-0.973;0.047;0.975
14:09:42:49;0.023;-0.977;0.047;0.979
14:09:42:69;-0.035;-0.973;0.027;0.974
14:09:42:88;-0.047;-0.969;-0.016;0.971
14:09:42:98;0.008;-0.977;-0.004;0.977
14:09:42:119;0.039;-0.973;0.039;0.975
14:09:42:128;0.090;-0.969;0.051;0.975
14:09:42:150;0.055;-0.977;0.055;0.980
14:09:42:158;-0.027;-0.977;0.020;0.978
14:09:42:180;-0.055;-0.965;0.016;0.967
14:09:42:197;0.016;-0.973;0.023;0.974
14:09:42:207;0.039;-0.973;0.039;0.975
14:09:42:227;0.051;-0.973;0.063;0.977
14:09:42:237;0.023;-0.977;0.074;0.980
14:09:42:257;-0.020;-0.969;0.047;0.971
14:09:42:267;-0.004;-0.969;0.047;0.971
14:09:42:288;-0.012;-0.969;0.039;0.970
14:09:42:307;-0.012;-0.969;0.008;0.970
14:09:42:318;0.023;-0.981;0.023;0.982
14:09:42:339;0.043;-0.973;0.043;0.975
14:09:42:349;0.059;-0.981;0.051;0.984
14:09:42:369;0.012;-0.977;0.055;0.979
14:09:42:380;-0.004;-0.969;0.016;0.970
14:09:42:398;-0.035;-0.965;0.012;0.966
14:09:42:408;-0.020;-0.965;0.020;0.966
14:09:42:429;0.008;-0.977;0.035;0.978
14:09:42:449;0.043;-0.977;0.031;0.979
14:09:42:458;0.031;-0.977;0.043;0.979
14:09:42:489;0.020;-0.973;0.039;0.974
14:09:42:498;-0.016;-0.969;0.004;0.970
14:09:42:536;0.000;-0.973;0.000;0.973
14:09:42:539;0.035;-0.973;0.031;0.974
14:09:42:540;0.039;-0.977;0.051;0.979
14:09:42:562;0.012;-0.977;0.039;0.978
14:09:42:567;0.008;-0.977;0.016;0.977
14:09:42:588;-0.016;-0.965;-0.008;0.966
14:09:42:597;-0.004;-0.969;0.012;0.969
14:09:42:618;0.023;-0.977;0.035;0.978
14:09:42:638;0.031;-0.973;0.043;0.975
14:09:42:648;0.016;-0.977;0.012;0.977
14:09:42:892;0.004;-0.973;-0.035;0.974
14:09:42:893;-0.008;-0.969;-0.020;0.970
14:09:42:895;0.004;-0.977;0.012;0.977
14:09:42:896;0.020;-0.977;0.020;0.978
14:09:42:898;0.027;-0.973;0.008;0.974
14:09:42:899;0.012;-0.977;-0.012;0.977
14:09:42:901;-0.008;-0.973;-0.027;0.974
14:09:42:902;-0.008;-0.977;-0.016;0.977
14:09:42:904;0.023;-0.977;0.000;0.978
14:09:42:906;0.023;-0.969;0.012;0.970
14:09:42:908;0.047;-0.981;0.000;0.982
14:09:42:910;-0.016;-0.969;-0.031;0.970
14:09:42:913;-0.008;-0.969;-0.020;0.970
14:09:42:914;0.008;-0.973;0.008;0.973
14:09:42:916;0.035;-0.977;0.000;0.978
14:09:42:918;0.059;-0.981;0.027;0.983
14:09:42:920;0.008;-0.973;0.023;0.974
14:09:42:927;-0.031;-0.965;-0.023;0.966
14:09:42:947;-0.008;-0.973;-0.004;0.973
14:09:42:957;0.023;-0.981;0.016;0.982
14:09:42:977;0.027;-0.973;0.012;0.974
14:09:42:997;0.023;-0.973;0.000;0.974
14:09:43:7;-0.008;-0.973;-0.035;0.974
14:09:43:27;0.004;-0.977;-0.023;0.978
14:09:43:37;0.008;-0.973;-0.035;0.974
14:09:43:57;0.012;-0.973;-0.047;0.975
14:09:43:67;0.055;-0.973;-0.039;0.976
14:09:43:87;0.008;-0.973;-0.027;0.974
14:09:43:97;0.004;-0.973;-0.016;0.973
14:09:43:124;0.008;-0.973;-0.020;0.974
14:09:43:141;0.008;-0.973;-0.023;0.974
14:09:43:147;0.027;-0.977;0.008;0.978
14:09:43:173;0.016;-0.973;0.004;0.973
14:09:43:181;0.016;-0.977;-0.004;0.977
14:09:43:198;0.016;-0.973;0.020;0.974
14:09:43:207;0.000;-0.973;-0.016;0.973
14:09:43:228;0.004;-0.973;-0.016;0.973
14:09:43:248;0.016;-0.977;-0.020;0.978
14:09:43:267;0.004;-0.969;-0.016;0.970
14:09:43:278;0.004;-0.973;-0.012;0.973
14:09:43:287;0.020;-0.977;-0.004;0.977
14:09:43:314;0.020;-0.977;-0.008;0.977
14:09:43:318;0.020;-0.973;-0.039;0.974
14:09:43:337;0.012;-0.969;-0.031;0.970
14:09:43:357;0.027;-0.973;0.000;0.974
14:09:43:368;0.008;-0.973;-0.016;0.973
14:09:43:388;-0.004;-0.969;-0.051;0.971
14:09:43:398;-0.023;-0.969;-0.047;0.971
14:09:43:418;0.043;-0.985;0.016;0.986
14:09:43:428;-0.004;-0.969;0.055;0.971
14:09:43:452;0.000;-0.962;-0.012;0.962
14:09:43:468;0.055;-0.985;-0.023;0.987
14:09:43:481;-0.020;-0.946;-0.023;0.946
14:09:43:498;0.008;-0.977;-0.031;0.978
14:09:43:517;-0.074;-0.934;-0.070;0.940
14:09:43:529;0.043;-0.958;-0.066;0.961
14:09:43:538;0.008;-0.942;-0.168;0.957
14:09:43:560;0.106;-0.704;-0.383;0.808
14:09:43:567;-0.023;-0.817;-0.109;0.825
14:09:43:587;-0.023;-0.962;-0.152;0.974
14:09:43:607;0.027;-0.915;-0.293;0.961
14:09:43:618;0.016;-0.962;-0.203;0.983
14:09:43:639;0.016;-0.954;-0.242;0.984
14:09:43:648;0.008;-0.946;-0.231;0.974
14:09:43:669;0.016;-0.954;-0.219;0.979
14:09:43:683;0.012;-0.950;-0.242;0.980
14:09:43:697;0.016;-0.950;-0.219;0.975
14:09:43:718;0.016;-0.954;-0.231;0.981
14:09:43:728;0.012;-0.946;-0.235;0.975
14:09:43:747;0.016;-0.958;-0.223;0.983
14:09:43:757;0.016;-0.950;-0.238;0.979
14:09:43:778;0.016;-0.950;-0.227;0.977
14:09:43:787;0.016;-0.954;-0.227;0.980
14:09:43:809;0.012;-0.950;-0.235;0.978
14:09:43:829;0.016;-0.954;-0.227;0.980
14:09:43:838;0.012;-0.950;-0.231;0.978
14:09:43:859;0.016;-0.954;-0.231;0.981
14:09:43:870;0.012;-0.950;-0.227;0.977
14:09:43:888;0.012;-0.954;-0.231;0.981
